Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
32,1,1,1,0,1,1301,18,5,1
28,1,2,1,1,2,1323,6,1,1
27,0,2,1,0,0,3123,24,1,0
42,1,2,0,0,0,5493,36,1,1
49,1,2,1,1,2,1126,9,5,1
38,1,2,1,1,1,1216,24,5,0
24,0,2,2,0,0,1207,24,1,0
27,1,1,1,4,3,1309,10,1,0
36,1,2,1,2,2,2360,15,1,1
34,1,3,1,1,1,6850,15,1,0
28,1,2,1,0,3,1413,24,5,1
45,1,3,1,1,3,8588,39,1,1
26,1,2,1,0,0,759,12,1,0
32,1,3,0,0,3,4686,36,1,1
26,1,2,2,0,2,2687,15,0,1
20,1,2,2,0,1,585,12,5,1
54,1,2,1,4,3,2255,24,1,1
37,0,2,1,0,0,609,6,1,1
40,1,1,1,0,0,1361,6,1,1
23,0,2,2,0,3,7127,36,4,0
43,1,2,1,1,0,1203,6,1,1
36,1,2,0,4,3,700,6,5,1
44,1,2,0,0,3,5507,24,6,1
24,0,2,1,0,0,3190,18,5,0
53,1,2,0,0,0,7119,48,4,0
23,0,2,1,1,3,3488,24,1,1
26,0,1,1,0,1,1113,18,5,1
30,1,2,1,0,1,7966,26,1,1
31,0,2,1,1,3,1532,15,3,1
42,1,1,1,0,3,1503,4,5,1
31,1,2,2,0,0,2302,36,5,0
41,1,1,1,0,0,662,6,1,1
32,1,2,1,0,1,2273,36,3,1
28,0,2,2,1,1,2631,15,1,0
41,1,2,2,0,3,1503,12,1,1
26,1,2,1,1,3,1311,24,5,1
25,1,2,1,4,3,3105,24,5,1
33,1,2,2,0,2,2319,21,3,0
75,0,3,1,4,0,1374,6,1,1
37,0,2,1,0,1,3612,18,4,1
42,1,3,0,0,0,7763,48,1,0
45,0,1,1,0,2,3049,18,4,1
23,1,2,2,0,1,1534,12,5,0
60,1,2,0,0,3,2032,24,1,1
31,1,2,1,4,0,6350,30,4,0
34,1,1,1,0,2,2864,18,4,0
61,1,1,1,0,3,1255,12,1,1
43,1,2,0,0,0,1333,24,1,0
37,0,2,1,0,3,2022,24,1,1
32,1,2,1,0,3,1552,24,5,1
24,0,1,1,0,0,626,12,5,0
35,1,2,0,4,3,8858,48,1,1
23,0,2,1,4,3,996,12,6,1
45,1,1,1,2,3,1750,6,5,1
34,1,2,1,0,0,6999,48,5,0
27,1,2,1,1,1,1995,12,1,1
67,0,3,1,0,1,1199,9,3,1
22,1,2,1,0,1,1331,12,5,0
28,0,2,1,1,1,2278,18,1,0
29,0,2,1,4,3,5003,21,1,0
27,1,2,1,0,0,3552,24,4,0
31,1,1,1,0,1,1928,18,4,0
49,1,2,0,4,0,2964,24,1,1
24,1,1,2,0,0,1546,24,5,0
29,0,2,1,0,2,683,6,5,1
37,1,2,0,4,1,12389,36,1,0
37,1,3,1,4,1,4712,24,0,1
23,0,2,2,1,1,1553,24,5,1
36,1,2,1,0,0,1372,12,1,0
34,1,2,1,3,3,2578,24,5,1
41,1,2,1,4,1,3979,48,5,1
31,0,2,1,0,0,6758,48,5,0
23,0,1,2,0,0,3234,24,4,0
38,1,2,1,0,3,5954,30,5,1
26,0,3,2,4,3,5433,24,1,1
22,0,1,1,0,0,806,15,0,1
27,1,1,1,0,1,1082,9,5,1
24,0,2,1,0,3,2788,15,4,1
27,0,2,1,0,1,2930,12,5,1
33,0,2,1,4,3,1927,24,3,1
27,1,2,1,0,1,2820,36,1,0
27,1,1,1,0,3,937,24,3,1
30,1,2,1,0,1,1056,18,1,0
49,1,1,1,0,1,3124,12,1,1
26,0,2,2,0,3,1388,9,4,1
33,1,1,2,0,1,2384,36,6,0
52,0,3,0,4,3,2133,12,1,1
20,0,2,2,0,0,2039,18,4,0
36,1,2,2,0,0,2799,9,1,1
21,1,1,1,0,0,1289,12,4,1
47,1,1,1,0,0,1217,18,2,0
60,1,2,1,0,0,2246,12,4,0
58,0,1,1,0,0,385,12,5,1
42,0,2,2,4,1,1965,24,1,1
36,0,1,1,3,3,1572,21,0,1
20,0,1,2,0,1,2718,24,1,0
40,1,3,1,4,0,1358,24,7,0
32,0,1,1,1,1,931,6,1,0
23,0,2,2,0,0,1442,24,1,0
36,1,1,1,0,1,4241,24,0,0
31,1,2,1,0,3,2775,18,1,0
32,1,2,0,0,3,3863,24,0,1
45,0,2,1,0,1,2329,7,5,1
30,0,2,1,0,1,918,9,4,0
34,0,1,0,0,1,1837,24,3,0
28,0,3,1,0,3,3349,36,4,0
23,0,2,1,0,2,1275,10,4,1
22,1,2,1,2,0,2828,24,4,1
74,1,3,1,0,3,4526,24,0,1
50,0,2,0,1,1,2671,36,5,0
33,1,2,1,0,3,2051,18,5,1
45,1,2,0,4,3,1300,15,1,1
22,0,2,1,1,0,741,12,2,0
48,0,1,0,1,2,1240,10,1,0
29,0,2,1,3,0,3357,21,5,1
22,0,2,2,0,0,3632,24,1,1
22,0,2,1,0,3,1808,18,4,0
48,1,3,1,4,1,12204,48,0,1
27,1,3,0,4,1,9157,60,5,1
37,1,2,2,0,0,3676,6,1,1
21,0,2,2,1,1,3441,30,4,0
49,1,1,1,0,3,640,12,1,1
27,1,2,1,0,1,3652,21,0,1
32,1,2,1,0,3,1530,18,1,0
38,1,2,1,4,3,3914,48,0,0
22,0,2,2,0,0,1858,12,4,1
65,1,2,0,0,0,2600,18,5,0
35,1,2,1,4,3,1979,15,5,1
41,1,2,1,0,2,2116,6,4,1
29,1,2,1,1,1,1437,9,1,0
36,1,2,1,2,3,4042,42,4,1
64,1,1,1,4,3,3832,9,3,1
28,0,2,1,0,0,3660,24,5,1
44,1,2,1,0,0,1553,18,4,0
23,1,2,1,4,1,1444,15,5,1
19,0,2,2,0,3,1980,9,4,0
25,0,1,1,0,1,1355,24,1,0
47,1,2,1,0,3,1393,12,3,1
28,0,2,1,2,3,1376,24,5,1
21,1,2,1,0,3,15653,60,5,1
34,0,2,1,0,3,1493,12,5,1
26,1,2,1,0,0,4370,42,5,0
27,0,0,1,0,0,750,18,3,0
38,1,1,1,0,1,1308,15,6,1
40,1,3,1,1,3,4623,15,3,0
33,1,2,1,0,3,1851,24,5,1
32,1,3,1,0,0,1880,18,5,1
27,1,2,2,4,3,7980,36,0,0
32,1,2,1,0,0,4583,30,4,1
26,0,2,1,2,3,1386,12,1,0
38,1,2,0,0,2,947,24,1,0
40,1,1,2,0,0,684,12,3,0
50,1,3,0,0,0,7476,48,3,1
37,1,1,1,0,1,1922,12,4,0
45,1,2,1,0,0,2303,24,1,0
42,1,3,1,1,1,8086,36,1,0
35,1,2,1,0,3,2346,24,1,1
22,1,2,0,0,0,3973,14,1,1
41,1,1,1,0,1,888,12,1,0
37,1,2,1,4,3,10222,48,5,1
28,0,2,1,0,1,4221,30,0,1
41,1,2,1,0,1,6361,18,4,1
23,1,2,2,0,2,1297,12,5,1
23,1,2,1,4,0,900,12,1,0
50,1,2,1,0,3,2241,21,4,1
35,1,3,1,0,1,1050,6,4,1
50,0,1,1,0,2,1047,6,3,1
27,1,3,1,0,3,6314,24,7,1
34,1,2,1,3,1,3496,30,4,1
27,0,2,1,0,3,3609,48,0,1
43,1,2,2,0,0,4843,12,1,0
47,1,2,1,0,2,3017,30,5,1
27,1,1,1,1,3,4139,24,0,1
31,1,2,1,1,3,5742,36,0,1
42,1,3,1,0,3,10366,60,1,1
24,1,2,1,2,3,2080,6,1,1
41,1,1,1,2,3,2580,21,0,0
26,0,3,2,0,3,4530,30,5,1
33,1,2,1,0,3,5150,24,4,1
24,1,2,1,1,1,5595,72,5,0
64,1,1,2,0,0,2384,24,5,1
26,0,2,1,0,3,1453,18,5,1
56,0,2,1,0,3,1538,6,3,1
37,1,2,0,4,3,2279,12,5,1
33,1,2,1,0,3,1478,15,5,1
47,1,2,0,0,3,5103,24,5,1
31,1,1,1,1,1,9857,36,0,1
34,1,2,0,4,3,6527,60,1,1
27,1,2,1,4,2,1347,10,5,1
30,1,2,0,1,1,2862,36,1,1
35,1,2,1,1,3,2753,9,5,1
31,1,2,1,3,0,3651,12,1,1
25,1,2,1,0,0,975,15,4,1
25,0,1,1,1,1,2631,15,6,1
29,1,2,1,1,1,2896,24,5,1
44,1,1,1,4,0,4716,6,1,1
28,1,2,1,0,3,2284,24,5,1
50,1,2,2,2,3,1236,6,1,1
29,1,2,1,0,1,1103,12,5,1
38,0,0,1,0,3,926,12,1,1
24,1,2,1,0,3,1800,18,5,1
40,1,3,2,0,2,1905,15,3,1
29,0,1,2,2,3,1123,12,4,0
46,1,2,0,0,0,6331,48,1,0
47,0,2,0,1,2,1377,24,5,1
41,1,2,1,1,1,2503,30,0,1
32,0,2,1,0,1,2528,27,0,1
35,0,2,0,2,3,5324,15,1,1
24,1,2,1,1,1,6560,48,1,0
25,0,2,2,0,1,2969,12,4,0
25,0,2,1,0,1,1206,9,5,1
37,1,1,1,0,1,2118,9,5,1
32,1,3,1,2,3,629,18,5,1
35,0,2,0,0,0,1198,6,3,0
46,1,3,1,4,3,2476,21,1,1
25,1,1,1,0,0,1138,9,5,1
27,1,3,1,0,1,14027,60,1,0
63,1,2,1,4,3,7596,30,1,1
40,1,2,1,4,3,3077,30,5,1
32,1,3,0,0,3,1505,18,5,1
31,1,2,1,4,2,3148,24,5,1
31,1,2,1,1,1,6148,20,1,1
34,1,3,1,0,2,1337,9,5,0
24,0,2,2,3,1,433,6,3,0
24,0,1,1,0,0,1228,12,1,0
66,0,1,1,2,1,790,9,5,1
21,0,2,2,0,3,2570,27,1,0
41,0,1,1,3,3,250,6,1,1
47,1,1,1,2,3,1316,15,5,1
25,0,2,2,0,0,1882,18,5,0
59,0,2,2,0,1,6416,48,0,0
36,1,2,1,3,2,1275,24,0,1
33,1,2,1,0,1,6403,24,5,1
21,1,1,2,0,0,1987,24,5,0
44,0,1,1,0,1,760,8,5,1
28,0,2,2,3,3,2603,24,1,1
37,0,2,1,0,3,3380,4,1,1
29,0,0,1,4,1,3990,36,2,1
23,0,3,2,0,1,11560,24,1,0
35,1,1,1,1,0,4380,18,1,1
45,1,3,1,0,3,6761,6,1,1
26,0,1,2,1,1,4280,30,0,0
32,1,2,1,1,0,2325,24,1,1
23,1,1,1,0,1,1048,10,5,1
41,1,2,1,4,3,3160,21,5,1
22,1,2,1,2,0,2483,24,4,1
30,1,3,1,4,0,14179,39,4,1
28,1,1,1,0,0,1797,13,0,1
23,0,2,2,0,0,2511,15,1,1
37,0,1,1,0,0,1274,12,1,0
26,1,2,1,4,3,5248,21,1,1
33,1,2,1,0,3,3029,15,1,1
49,0,2,1,0,0,428,6,4,1
23,0,1,1,0,0,976,18,1,0
23,0,1,2,1,1,841,12,0,1
25,0,2,1,0,3,5771,30,5,1
55,1,2,0,3,3,1555,12,6,0
32,0,2,2,4,0,1285,24,1,0
74,1,0,1,0,2,1299,6,1,1
39,1,2,0,4,2,1271,15,5,0
31,1,2,1,0,3,1393,24,1,1
35,1,2,1,0,0,691,12,1,0
59,0,2,1,4,3,5045,15,1,1
24,0,2,2,0,0,2124,18,4,0
24,1,1,1,0,0,2214,12,5,1
30,1,3,0,4,3,12680,21,1,0
27,1,2,1,1,3,2463,24,1,1
40,1,1,1,0,1,1155,12,5,1
31,1,1,1,0,0,3108,30,4,0
31,0,2,2,4,3,2901,10,1,1
28,1,2,2,0,1,3617,12,4,1
63,1,1,1,0,3,1655,12,5,1
26,0,2,2,4,0,2812,24,1,1
25,0,3,1,0,0,8065,36,3,0
36,1,3,1,0,3,3275,21,1,1
52,1,2,1,1,3,2223,24,5,1
66,1,0,0,2,2,1480,12,1,1
25,0,2,2,4,0,1371,24,1,0
37,1,2,1,0,3,3535,36,1,1
25,0,2,1,0,0,3509,18,5,1
38,1,3,1,3,3,5711,36,1,1
67,0,2,1,0,1,3872,18,6,1
25,1,2,1,0,1,4933,39,5,0
60,1,2,1,3,3,1940,24,1,1
31,1,1,1,0,1,1410,12,3,1
23,0,1,1,1,1,836,12,1,0
60,1,3,1,4,1,6468,20,1,1
35,1,1,1,3,1,1941,18,0,1
40,1,2,1,2,3,2675,22,5,1
38,1,2,1,4,3,2751,48,1,1
50,1,2,0,0,1,6224,48,3,0
27,1,2,1,0,0,5998,40,3,0
39,0,2,1,0,1,1188,21,0,0
41,1,3,1,4,3,6313,24,1,1
27,1,2,1,4,3,1221,6,4,1
51,1,2,0,0,2,2892,24,4,1
32,1,2,2,2,3,3062,24,4,1
22,0,2,2,1,3,2301,9,4,1
51,1,2,0,4,0,7511,18,1,0
22,0,1,2,0,3,1258,12,4,1
54,1,2,1,4,3,717,24,1,1
35,1,0,1,4,1,1549,9,1,1
54,1,2,0,0,3,1597,24,3,1
48,0,1,2,0,1,1795,18,5,1
24,0,2,1,0,0,4272,20,4,1
35,1,2,1,4,3,976,12,5,1
24,0,0,2,4,1,7472,12,1,1
24,1,2,1,0,0,9271,36,1,0
26,1,1,1,0,1,590,6,5,1
65,1,2,1,4,3,930,12,5,1
55,1,3,0,0,1,9283,42,1,1
26,0,0,2,0,1,1778,15,1,0
26,1,2,1,0,1,907,8,0,1
28,1,1,1,0,1,484,6,5,1
24,1,2,1,0,0,9629,36,1,0
54,1,2,1,0,0,3051,48,2,0
46,1,2,0,0,0,3931,48,1,0
54,0,2,2,0,1,7432,36,1,1
62,1,2,1,2,3,1338,6,2,1
24,0,2,2,0,3,1554,6,5,1
43,1,3,1,0,0,15857,36,7,1
26,1,2,1,0,0,1345,18,5,0
27,1,2,1,0,3,1101,12,1,1
24,1,2,1,0,2,3016,12,5,1
41,1,2,1,0,0,2712,36,4,0
47,1,1,1,0,0,731,8,1,1
35,1,3,1,0,3,3780,18,4,1
30,1,2,1,0,0,1602,21,1,1
33,0,2,2,0,0,3966,18,1,0
36,1,2,1,0,3,4165,18,0,0
47,1,2,0,4,0,8335,36,1,0
38,1,2,0,4,1,6681,48,0,1
44,1,2,1,2,3,2375,24,0,1
23,0,2,2,0,0,1216,18,1,0
29,1,2,2,0,0,11816,45,0,0
42,0,2,1,4,1,5084,24,5,1
25,0,1,1,0,2,2327,15,5,0
48,1,2,1,0,0,1082,12,1,0
21,0,2,1,4,3,886,12,5,1
23,0,1,2,0,3,601,4,4,1
63,1,2,1,0,0,2957,24,1,1
46,1,2,1,0,3,2611,24,5,1
29,1,2,1,0,0,5179,36,4,0
28,1,1,1,0,3,2993,21,1,1
23,0,2,1,0,3,1943,18,6,0
50,1,2,1,0,3,1559,24,0,1
47,1,2,1,0,3,3422,18,4,1
35,1,2,1,4,1,3976,21,4,1
68,1,2,2,4,3,6761,18,1,0
28,1,2,1,0,3,1249,24,1,1
59,1,2,1,0,0,1364,9,5,1
57,1,1,1,0,0,709,12,5,0
33,1,2,2,0,0,2235,20,1,0
43,1,2,1,4,3,4042,24,1,1
35,1,2,0,0,3,1471,15,5,1
32,1,1,0,0,0,1442,18,1,0
45,1,2,1,0,3,10875,36,1,1
33,1,2,1,1,3,1474,24,1,1
40,0,2,1,4,3,894,10,3,1
28,1,2,0,0,3,3343,15,4,1
29,0,2,1,0,0,3959,15,1,0
26,1,2,2,1,3,3577,9,1,1
27,1,2,1,3,3,5804,24,1,1
28,1,2,1,0,3,2169,18,0,0
35,0,2,1,0,0,2439,24,5,0
32,1,1,1,3,3,4526,27,4,1
25,1,1,2,0,3,2210,10,4,0
20,0,2,2,2,3,2221,15,4,1
27,0,2,1,0,0,2389,18,5,1
42,1,2,1,0,3,3331,12,4,1
37,1,2,1,4,3,7409,36,0,1
24,0,2,2,0,0,652,12,4,1
40,0,2,1,2,3,7678,36,4,1
46,1,2,1,0,2,1343,6,1,1
26,1,2,1,1,0,1382,24,0,1
24,0,2,1,4,3,874,15,2,1
29,1,1,1,0,0,3590,12,4,1
40,0,2,1,3,1,1322,11,1,1
36,1,3,0,0,0,1940,18,5,1
28,1,2,1,0,3,3595,36,5,1
27,1,3,0,0,0,1422,9,1,0
36,1,2,1,4,3,6742,30,5,1
38,1,3,1,0,3,7814,24,1,1
48,1,2,0,4,3,9277,24,1,1
36,1,2,1,4,1,2181,30,1,1
65,0,0,1,0,3,1098,18,5,1
43,1,2,1,0,1,4057,24,4,0
53,0,2,1,0,0,795,12,3,0
34,1,2,1,4,1,2825,24,0,1
23,1,2,1,0,1,15672,48,0,0
34,1,3,1,0,3,6614,36,1,1
40,1,2,2,4,3,7824,28,1,1
43,1,3,1,0,0,2442,27,0,1
46,1,2,1,0,3,1829,15,5,1
38,1,1,1,0,0,2171,12,1,1
34,1,2,1,0,1,5800,36,1,1
29,1,2,1,4,3,1169,18,5,1
31,1,3,1,4,3,8947,36,1,1
28,0,3,2,0,0,2606,21,5,1
35,0,2,1,3,3,1592,12,4,1
33,0,1,2,4,3,2186,15,4,1
42,1,2,1,0,0,4153,18,4,0
43,1,2,2,0,0,2625,16,1,0
44,1,2,1,4,3,3485,20,1,1
42,1,2,0,4,3,10477,36,1,1
40,1,2,2,4,3,1386,15,5,1
36,1,3,1,0,3,1278,24,5,1
20,1,3,2,0,0,1107,12,5,1
24,1,1,1,4,0,3763,21,1,1
27,1,2,1,4,1,3711,36,3,1
46,0,1,1,0,3,3594,15,1,1
33,0,1,1,4,1,3195,9,1,1
34,0,2,1,0,3,4454,36,5,1
25,0,1,1,0,1,4736,24,4,0
25,0,2,1,4,1,2991,30,5,1
28,1,2,1,3,3,2142,11,0,1
31,1,2,2,0,0,3161,24,0,0
32,0,3,1,0,1,18424,48,7,0
32,1,2,1,1,3,2848,10,1,1
68,1,3,1,0,0,14896,6,1,0
33,1,2,1,1,0,2359,24,4,0
39,1,3,2,0,0,3345,24,4,0
28,0,2,1,0,3,1817,18,4,1
37,1,3,1,2,3,12749,48,5,1
22,0,2,2,0,0,1366,9,5,0
30,1,2,2,0,1,2002,12,1,1
55,1,2,1,0,0,6872,24,4,0
46,1,2,1,0,0,697,12,1,0
21,0,2,2,0,0,1049,18,4,1
39,1,2,0,0,0,10297,48,1,0
58,1,2,1,4,3,1867,30,5,1
43,1,1,1,0,0,1344,12,1,1
24,1,1,1,0,0,1747,24,4,1
22,0,2,1,0,1,1670,9,5,0
30,1,2,1,0,3,1224,9,1,1
42,1,2,1,2,3,522,12,5,1
23,0,2,1,0,0,1498,12,5,1
30,1,3,1,1,1,1919,30,5,0
28,0,1,1,0,2,745,9,5,0
30,1,3,2,0,1,2063,6,5,1
42,1,2,0,0,1,6288,60,3,0
46,1,3,1,4,3,6842,24,1,1
45,1,3,1,4,3,3527,12,1,1
31,1,1,1,0,3,1546,10,1,1
31,1,2,1,4,3,929,24,4,1
42,1,1,1,0,3,1455,4,1,1
46,0,2,2,0,0,1845,15,4,1
30,0,2,1,2,1,8358,48,1,1
30,1,2,0,2,0,3349,24,4,0
38,1,3,1,4,3,2859,12,1,1
43,1,1,1,0,3,1533,18,4,0
31,1,2,1,1,3,3621,24,5,0
40,1,0,1,0,1,3590,18,0,1
24,1,2,1,0,0,2145,36,0,0
28,0,2,2,2,1,4113,24,1,0
26,0,3,1,0,3,10974,36,4,0
29,0,2,1,0,0,1893,12,1,1
57,0,3,2,3,0,1231,24,5,1
49,1,1,1,4,2,3656,30,5,1
37,1,1,1,0,1,1154,9,5,1
45,1,1,1,0,0,4006,28,1,0
30,1,2,0,1,1,3069,24,4,1
30,1,2,2,0,3,1740,6,5,1
47,1,2,1,0,1,2353,21,1,1
29,1,2,1,4,3,3556,15,1,1
35,1,2,1,2,3,2397,24,5,0
22,1,1,1,0,1,454,6,6,1
26,0,2,1,4,1,1715,30,5,1
23,1,1,1,2,1,2520,27,5,0
54,0,3,2,0,3,3568,15,5,1
29,1,2,2,4,3,7166,42,5,1
40,1,1,1,0,0,3939,11,1,1
22,1,2,1,1,1,1514,15,6,1
43,1,1,1,0,3,7393,24,1,1
29,0,0,2,0,0,1193,24,1,0
36,1,2,2,0,0,7297,60,0,0
33,0,2,1,0,3,2831,30,5,1
57,0,1,1,2,2,1258,24,5,1
64,0,2,1,0,1,753,6,5,1
42,1,2,1,4,1,2427,18,0,1
47,1,1,1,0,3,2538,24,1,0
25,1,2,2,1,1,1264,15,1,0
49,1,2,1,0,1,8386,30,4,0
33,1,3,2,0,3,4844,48,0,0
28,0,3,1,1,2,2923,21,1,1
26,1,2,1,0,0,8229,36,1,0
30,1,1,1,0,3,2028,24,4,1
25,0,2,2,0,0,1433,15,4,1
33,1,2,1,0,2,6289,42,0,1
64,0,2,1,1,3,1409,13,5,1
29,1,3,0,0,0,6579,24,1,1
48,1,1,1,0,1,1743,24,5,1
37,1,1,1,4,3,3565,12,3,1
34,1,1,1,1,3,1569,15,5,1
23,1,1,2,4,0,1936,18,5,1
30,1,3,1,0,0,3959,36,4,1
50,1,2,1,4,3,2390,12,1,1
31,0,1,1,0,3,1736,12,4,1
40,1,3,1,0,0,3857,30,1,1
38,1,2,1,0,3,804,12,5,1
23,1,2,0,0,0,1845,45,5,0
27,1,2,1,1,1,4576,45,1,1
